frequency,sensitivity
119811.9,-179.9
120088.1,-179.9
120364.9,-179.9
120642.4,-179.9
120920.5,-179.9
121199.3,-179.9
121478.7,-179.9
121758.7,-179.9
122039.4,-179.9
122320.7,-179.9
122602.7,-180.0
122885.3,-180.0
123168.6,-180.0
123452.5,-180.0
123737.1,-180.0
124022.4,-180.0
124308.3,-180.0
124594.8,-180.0
124882.0,-180.0
125169.9,-180.0
125458.5,-180.0
125747.7,-180.0
126037.6,-180.0
126328.1,-180.0
126619.3,-180.1
126911.2,-180.1
127203.8,-180.1
127497.0,-180.1
127790.9,-180.1
128000.0,-180.1
